,CIVIL,TARs
615,20171004,"2MASS J03463777+2444517, V* DK Tau, HD  23584, HD 282971, 2MASS J03445639+2425574, V* GV Tau, 2MASS J03444398+2413523, BD+02  1729, HD  26257, V* V1309 Tau, 2MASS J03470141+2329419, V* V827 Tau, HD  21379, HD 282967, L 1551-51, BD+23   551, HD 282972, V* V1171 Tau, StKM 1-497, V* V397 Aur, V* V1023 Tau, CoKu HP Tau G3, V* BW Ari, V* V830 Tau, V* V814 Tau, HD  19600, V* V1065 Tau, HD  26736, V* V999 Tau, HD  25152, Cl Melotte   22  2366, HD 53205, * k Tau, HD 282973"
616,20181224,"HR 3651, V* V1318 Tau, HR 9019, V* SU Gem, 2MASS J05203650+3030351, HR 1692, V* FW Tau, V* DY Ori, V* SS Gem, 18 Ori, 2MASS J09083803+5032088, UCAC4 603-020937, HD  76037B, V* PS Gem, G 179-57, HR 945, b Vir, UCAC4 530-048345, k Tau, HR 2250, 2MASS J04374523+2425008, V* SU Tau, V* AI CMi, UCAC4 524-007892, HD 283818, 19 Cam"
617,20210221,"TOI-1227, UCAC2   7201471, HD 106676, HD  45557"
618,20181126,"V* IW Tau, V* V2495 Cyg, L 1551-51, HR 4705, k Tau, HR 2315, 85 Gem, 2MASS J08312987+2024374, G 123-35, [MDM2001] CFHT-BD-Tau  9, LSPM J2214+2534, HD 203856, ITG 34, Cl* Melotte 22 DH 550, HR 9019, HR 8358, HR 1237, K2-25, HD 213013A, 2MASS J04341527+2250309"
619,20150415,"PM J16148+6038, PM J16555-0823, PM J10196+1952, * eps Her, HD 143187, PM J10506+5145, PM J09362+3731, HD 145188, UScoCTIO   5, PM J14182+1244W, PM J16139+3346, *  23 LMi, BD+22  2442B, HD 107655"
620,20170111,"BD+21   584, HD  12051, HD  23258"
621,20210528,"HD 164108, V* V1334 Sgr"
622,20190414,"IRAS 07430+1115, HD 144925, HD  91120, HR 3651, * bet CMi, V* V866 Sco, HR 3986, 33 LMi, HD  76037B, HD 246299, PM J13121+3213, HE 1436-2137, V* CU Cnc, HD  36395, CLS  73, HD 184787, HR 2893, HR 1724, HD  56126"
623,20141011,"*  61 Cyg A, HD 157881, HD  37887, PM J18427+5937N, PM J17578+0441, *  14 Mon, G 106-52, BD+00   549B, PM J18427+5937S, HD   8610B, *  61 Cyg B, PM J00183+4401, * pi.01 Ori, WDS J23595+4436AB, *  79 Cyg, PM J05463+0112, HD 191494, HD 172728, PM J03395+1818, PM J20533+6209, PM J23419+4410, HD   7215, * kap And, *  61 Oph B"
624,20150805,"RIK 100, Cl* NGC 6940 MMU 105, RIK 229, *  29 Vul, * k Tau, Cl* NGC 6940 MMU 132, HD 145127, V* DS Tau"
625,20160124,"* chi Tau, HD  37887, *  39 UMa, HD 283809"
626,20181123,"EM* LkHA  326, [S2009] L1455 Object 3, HD   1561, HD  25152, HD  19600, HD   6226"
627,20151027,"HD 198070, PM J21147+3801, * psi03 Aqr, HQ Tau, 2MASS J01351393-0712518, HD 203856, HD  21379, 2MASS J23323086-1215514, HD   1237, 2MASS J08540055+0809168, V* V397 Aur, * mu. Ari, V* V1023 Tau, 2MASS J02412589+0559181, HD   1160, HD  25175, PM J04429+1857, KOI-6475, 2MASS J23570416-0337559, LP  354-414, 2MASS J04130560+1514520, PM J05003+2507, HD  82191, V* V1196 Tau, 2MASS J04480086+1439580, 2MASS J09361591+3731455, * k Tau, [SS94] V410 Anon 1, 2MASS J22400144+0532162, 2MASS J10141918+2104296"
628,20210225,"* F Pup, TIC 173756896"
629,20160326,"2MASS J11375862+2951200, BD+44  2051B, HD  71906, HD  99966, *  18 Ori, V* HL Tau, 2MASSW J0920122+351742"
630,20171115,"[MGM2012] 848, HD  31411, V* FV Tau, [MGM2012] 463, HD 250550, HD  20911, V* DK Tau, V* GI Tau, HD  26257, V* V1309 Tau, [MGM2012] 926, V* V827 Tau, [MGM2012] 1086, HD  37806, V* FZ Tau, HD  21379, FV Tau c, L 1551-51, V* V1023 Tau, HD  25175, V* V830 Tau, V* BW Ari, HD  19600, V* CI Tau, V* FX Tau, HD 82724, V* GH Tau, [MGM2012] 487, HD  26736, HD 81694, HD 244604, HD  36112, HD 53205, * k Tau, [MGM2012] 227"
631,20201106,"HD  40624, UCAC4 387-123380, HD 177120, PN BoBn    1, HD 214982, HD  18271, BPS CS 29502-0092, SMP LMC  31"
632,20190407,"HR 4705, HR 3651, HR 2250, 18 Ori, [RRS2008] 177-341E, HD 137569, * tau08 Ser, V* CU Cnc, HD 245770, HR 3348"
633,20141129,"EM* AS  353, SU Aur, HD  31411, HD  31069, V* DH Tau, DO Tau, *   5 Vul, IC 2087, CoKu HP Tau G2, V* V1320 Tau, IRAS 04278+2253, RAFGL 5123, L 1551-51, 2MASS J04394488+2601527, FM Tau, V* CI Tau, HD  19600, V* DS Tau, CX Tau, *  24 Tau, DR Tau, *  18 Ori, RY Tau"
634,20160926,"HD 192538, HD 193793, Hen 2-459, V* V1283 Tau"
635,20140712,"Elia 2-29, HD 155379, GSS 32"
636,20210102,"HD  27436, [PS78] 191, TOI-1227, LP  939-44, HD  20911, HD 218860, HD 107947, HD 217916, LP  831-35, CD-29  8887, TYC 9120-185-1, HD   8130, PM J04142-0906, V* Z Ind, V* TW Hya, 2MASSI J0421072-630602, HD 210712, ASAS J112548-4410.4, HD  29788, HD  98949, 2MASSI J0443376+000205, HD  28667, *  10 Crt, CD-45 14955B"
637,20210414,"2MASS J20135152-2806020, HD 166970, HD 190285"
638,20180527,"HD  95534, CD-64  1208, HD 176425, UCAC4 312-085792, HD 159312, HD 163792, CD-46 12902, CD-44 11909, 2MASS J17502484-0016151, WLY 1-43, HD 145127"
639,20151118,"*   6 And, * phi Cas, IRAS 04239+2436, ITG 2, RW Aur A, *  30 Mon, *  61 Peg, V* LU Hya, [BHS98] MHO 8A, * ksi Peg, * ups And, HD  76151, HD 219290, HD 210501, HD  25175, * k Tau, * ups Peg, HD 219134, *  10 Lac, V* GM Aur"
640,20170316,"PN K 4-47, HD  60275, HD  71906, BD+44  2051B, G  51-15, HD 131885, LSPM J0320+1854, Ross  799, 2MASS J16171898-2437186, HD 155379, HD  31069, *  33 LMi, BD+20  1790, * tau08 Ser, * b Vir, K2-33, HD  19600, LP  615-193, HD 163336"
641,20161018,"2MASS J23440068+2242027, 2MASS J22232904+3227334, V* V1077 Tau, 2MASS J04053087+2151106, HBC 392, V* V827 Tau, 2MASS J04542368+1709534, 2MASS J23383392+0624518, HD  21379, [DCO2008] T-Cyg1-12664, L 1551-51, 2MASS J21381698+5257188, HD  29526, V* V1023 Tau, V* V1069 Tau, [DCO2008] T-Lyr0-08070, V* CI Tau, V* V830 Tau, GSC 01270-00355, HD 174567, V* CM Dra, HD 228448, * k Tau, 2MASS J04182147+1658470"
642,20150127,"JH 112A, V* IS Tau, CoKu Tau 3, HD  89239, RX J0529.3+1210, Haro 6-37, V* DP Tau, JH 112B, *  10 Boo, V* HO Tau, HD  89213, LP  551-63, HD  97101, V* ZZ Tau, V* TW Hya, * p05 Leo, HD  25175, IRAS 04125+2902, 2MASS J04293606+2435556, HD 140775, V* IT Tau, IRAS 04108+2910, BD+06  2986, PM J11110+3026W, 2MASS J06593158-0405277, * k Tau, HD  95735"
643,20150526,"* q Vir, *  10 Boo, WDS J12560-1257A, *  18 Sco, HD 112354, HD 109615"
644,20210426,"HD 113457, CD-55  4799, [DBG2011] 8, HD 159312, 2MASS J17302752-3945113, [DBG2011] 12, HD 180782, HD 106922, 2MASS J17304498-3936494, V* V1249 Cen"
645,20161004,"pluto 02UT, 2MASS J03444398+2413523, HD  23258, pallas 05UT, V* V1065 Tau, HD 172404, V* V1171 Tau, V* V827 Tau, V* V1023 Tau, HD  27761, HD 282967, 2MASS J03463777+2444517, massalia 05UT, V* V830 Tau, V* CI Tau, V* V814 Tau, triton 06UT, HD  23584, L 1551-51, 2MASS J03445639+2425574"
646,20141125,"V* DE Tau, IRAS 04303+2240, DH Tau A, HD 192538, HD 282630, IRAS 04187+1927, HD  43583, Wolf 1130, V* DQ Tau, HD  25175, V* CI Tau, *  18 Ori, Haro 6-13, V* FN Tau, HD 199217"
647,20170930,"IRAS 04113+2758, HD  31411, IRAS 04325+2402, V* VY Tau, V* DK Tau, V* V410 Tau, BD+02  1729, HD  26257, V* V1309 Tau, V* V827 Tau, HD  21379, L 1551-51, V* V1023 Tau, V710 Tau B, V* BW Ari, V* V830 Tau, HD  19600, HD  26736, V710 Tau A, * k Tau, V* V679 Tau"
648,20161211,"HD  23258, *  55 Dra, 2MASS J19175551+4946243, [SS94] V410 Anon 13, [RRS2008] 140-1952, 2MASS J04293606+2435556, [RRS2008] 114-426, HD  13936, V* HL Tau, HD  45137, HD  19600, RX J0342.5+1216, TYC 3562-764-1, PM J01567-0021"
649,20161012,"HR  8844, Cl* NGC 188 PKM 451, [RRS2008] 4596-400, HD  37887, [RRS2008] 053-717, Cl* NGC 188 PKM 5671"
650,20161101,"IRAS 05350-0700, *   7 Tri, 2MASS J02511490-0352459, HD  45105, HD   1561, LSR J0602+3910, SIMP J013656.5+093347.3, HR  1792, HD  13936, 2MASS J23512200+3010540"
651,20171119,"HBC 684, V* RY Tau, V* HK Tau, V* IS Tau, V* V1070 Tau, V* HQ Tau, V* SU Aur, V* DK Tau, CoKu FG Aql G2, BD+02  1729, HD  26257, V* IQ Tau, HD 282630, V* V1309 Tau, V* V827 Tau, V* UY Aur, HR 945, 7 Tri, L 1551-51, V* IP Tau, V* V1115 Tau, V* ZZ Tau, HD  29526, V* AB Aur, V* V1023 Tau, V* GN Tau, V* BW Ari, V* V830 Tau, HD  25175, V* CI Tau, V* V807 Tau, WK81 1, 2MASS J03543017+3203043, IRAS F04297+2246, V* IT Tau, HR 2315, HD  26736, IRAS F04192+2647, 2MASS J03542950+3203013, HD  25152, V* XZ Tau, HD 53205, * k Tau"
652,20171202,"2MASS J19373722+3948079, k Tau, [BLH2002] KPNO-Tau 5, V* RY Tau, [BCG93] 14 A, 2MASS J04442713+2512164, HR 1234, DP Tau A, 55 Dra, IRAS 04125+2902A, Cl* Collinder  110     DI    2119, 2MASS J04341099+2251445, HR 1237, [BHS98] MHO 8 A, V* FR Tau, HD 184787, CZ Tau A, Cl* NGC 188 PKM 5671"
653,20140923,"HD 192538, HD 205314, Wolf 1130, HD 182488"
654,20180622,"HD  95534, CD-39 7570, HD 106922, HIP 113238, LP  636-19, V* V5121 Sgr, HD 155379, *  11 Peg, WLY 2-53, V* DK Cet, 2MASS J16280923-2423206, 2MASS J16280373-2426319, WLY 2-69, * mu. For, L 1288-4, Haro 1-11, HD 145127, Haro 1-17, HD 145964"
655,20160129,"* q Vir, HD  60275, HD  29647, BD+44  2051B, G  51-15, *  85 Gem, V* YY Gem, K2-33, *  33 LMi, BD+20  1790, *  18 Ori, HD  25175, * k Tau, HD  66171, HD 284149, HD 119752, Comet Catalina, HD  84812, * ksi Hya"
656,20170505,"[GY92] 292, *  85 Gem, WSB 52, HD 145127, HD 163336, HD  84896B, HD 129290B, VSS II-38, HD 155379, NAME S1, Elia 2-24, BD+44  2051B, HD 169754, Ross  799, EM* SR 4, HD 119752, GSS 29, HD 169454, G  51-15, HD  88025, LP  914-54, HD 131951, DoAr 33, *  33 LMi, BD+20  1790, WLY 2-56, PM J09573+5018, Elia 2-20"
657,20180121,"G 196-3B, HD  23258, 2MASS J05012406-0010452, [BLH2002] KPNO-Tau 5, LP 412-31, HD  33831, LP 666-9, 2MASSW J1515008+484742, *  39 UMa, *  18 Ori, HD  79108, HD 143187"
658,20160429,"* q Vir, * eta Boo, HD 171149, HD 150193, EM* SR 21, HD 165438, HD 121880, * bet Com, WL 16, HD 145127, 2MASS J18300136-0210256"
659,20151230,"*  74 Psc B, *  68 Cas, HD  21551, BD+39  2273, * u Tau, UZ Tau Aa, V* AA Tau, *  33 LMi, * k Tau, UZ Tau E"
660,20141018,"HD 205837, *  67 Peg, HD 192538, HD 202573, HD 219418, HD 190585, BD+13  4517, HD 221113, HD 180614, *  29 Vul, HD 187596, HD 188485"
661,20201030,"IRAS 05319-7042S, LHA 115-N  38, HD  52493, WOH S 102, L  231-32, HD  28667, LHA 120-N 123, LHA 115-N  40"
662,20201104,"HD   1777, HD 209621, Cl* NGC 2070    MEL      25, HD  32858, EM* LkCa   15, 2MASS J05045502-6906045, IRAS 10460-5811, * eta01 Dor, 2MASS J23225299-6151275, WOH S 186, HD  92845, HD  25137, HD  25175, TYC 5282-267-1, V* DM Tau, HD  18107"
663,20170211,"BD+20  1790, *  85 Gem"
664,20201119,"HD  74562, LIN 357"
665,20160727,"HD 159415, *  50 Lib, HBC 245B, * rho Cet, 2MASS J15591617-3814413, HD 119752, V* HL Tau"
666,20190127,"BD+02  1729, HD  33643, * k Tau, V* V830 Tau, L 1551-51"
667,20210208,"HD  13433, GSC 09420-00948, V* V935 Sco, HD  94552, UCAC4 333-084553, HD  61516, TIC 148544875, V* PX Vir, V* DK Cet, HD 115679, HD 159312, HD 147384, HD 116041, TIC 173756896"
668,20150225,"Cl* NGC 2682 SAND 1288, *  38 Lyn, BD+43  2152, HD  40460, * gam UMa, Cl* NGC 2682 SAND 1277, Cl* NGC 2682 SAND 989, BD+43  2140, HD 117830, * 139 Tau, * tet Aur, * 116 Tau, HD 129468, *   4 Lyn, HD  48805, *  54 Leo A, HD  38221, * lam Boo, Cl* NGC 2682 SAND 1254, * gam Ori, HD  43379, BD+35  2549, Cl* NGC 2682 SAND 721, HD  95164"
669,20180114,"V* V410 Tau, BD+02  1729, HD  23258, HD  31411, HR 2315, V* IQ Tau, HR 1578, 2MASS J04542368+1709534, HD  31069, V* UY Aur, IRAS 04248+2612, V* DK Tau, NAME CoKu Tau 3"
670,20201118,"HD  62091, 2MASS J07092139-1029344, 2MASSI J0342162-681732, 2MASS J06095392-0606254, HD  46426, HD  40624"
671,20170420,"GJ  1083 A, HD  79108, HD 145127, HD 155379, V955 Tau A, HD  99966, HD  53205, HD 182761, WSB 49, BD+44  2051B, VSS II-23, HD 349726, VY Tau A, Ross  730, LP  666-9, GSS 20, WSB 63, WLY 2-49, BD+20  1790, *  18 Ori, * k Tau"
672,20170419,"Elia 2-24, WSB 47, LP  731-58, HD 101369, DoAr 25, EM * SR 22, WSB 44, Elia 2-12, *  18 Ori, Wolf  359, * b Vir, Elia 2-45, V* FP Tau, *   7 Ser, HD 145127, LP  851-346"
673,20161031,"HD   1561, 2MASSW J2148162+400359, HD 209932, *  54 Psc"
674,20141228,"HD 219485, HD  77912, HD  23258, *   7 Tri, HD  71906, V* GU Psc, * tet Lep, HD  67725, HD  77309, Cl* NGC 2682 SAND 1237, *  17 UMa, HD 207636, HD  91311, HD  92787, *  39 Tau"
675,20170915,"BD+02  1729, HD  26257, IRAS 04113+2758, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD 63714, V* V1023 Tau, IRAS 04248+2612, HD  25175, V* BW Ari, V* CI Tau, HD  19600, * k Tau, L 1551-51"
676,20171103,"LSR J1835+3259, HR 7098, HR 76, 29 Vul"
677,20160527,"BD+22  2745, EM* StHA  169, HD 108481, HD 184533, HD 155379, HD 128386, 2MASS J16225336-2333101, HD 184787, WL 16, CD-33  7795, *   7 Ser, CD-36  7429A, CD-36  7429B"
678,20190121,"V* V830 Tau, V* V827 Tau, HD  33643, V* CI Tau, HD  25175, L 1551-51"
679,20170929,"BD+02  1729, HD  26257, V* V928 Tau, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, V* V1023 Tau, V* V1077 Tau, HD  25175, V* BW Ari, * k Tau, V* V1312 Tau, L 1551-51, EM* LkHA  331"
680,20190421,"KOI-7151, HR 7734, * p05 Leo, TOI-561c, KOI-7081, KOI-6360, HR 3255, TOI-519.01, HR 3986, TOI-560.01, TOI-620.01, HR 2584, TOI-522.01, HD 73687"
681,20201215,"HD  60275, TYC  782-614-1, [MCO2008] NGC1978-21, 2MASSW J0335020+234235, TVLM 831-154910, [MCO2008] NGC1978-23, HD  52493, [MCO2008] NGC1978-22, HD  46190, HD  23410, 2MASS J02450826-0708120, HD  18271, HD  18107"
682,20170506,"2MASS J12052974+6932227, G  51-15, HD 155379, *  85 Gem, 2MASS J11280702+0141304, BD+20  1790, HD 148968, * b Vir, VSS II-35, SS 433, G 163-40, HD 182761, 2MASS J16303563-2434188, HD 145127"
683,20151020,HD 209932
684,20181221,"HR 3651, HD  14447, UCAC4 499-029573, HR 9019, Cl* Trumpler 5 PCA 799, HR 1692, IRAS 02143+5852, HD 284496, UCAC4 498-030766, HD  76037B, HR 2584, JW  566, V* DZ UMa, L 1551-51, HR 8837, HD 285778, *  86 Peg, k Tau, 33 LMi, UCAC4 498-030526, HD 213013A, HR 2893, HR 8422, HR 2315, HD 105262, HR 1578, [AD95] 1468"
685,20160103,"Cl* Melotte   22     AK   II-465, V* CK Cnc, HD  50931, HD  23258, V* V1283 Tau, K2-77, V* V1229 Tau"
686,20160516,"HD 142883, HD 145188, GSS 35"
687,20180108,"k Tau, BD+44  2051B, G  51-15, LP  415-829, HR 1234, LSPM J0746+2000, 18 Ori, LP   35-347, HR 3986, 33 LMi, HD  76037B, LDN 1551S, Ross  845, HR 1237, 85 Vir, V* V830 Tau, IRAS 04171+2756, EM* LkHA  358, HR 3348"
688,20161209,"TYC 3145-76-1, *  85 Gem, [SCH2006b] J0439016+2336030, G 161-7, [BLH2002] KPNO-Tau 13, HD  89239, [MDM2001] CFHT-BD-Tau 14, HD 192538, *  55 Dra, 18 Ori, HR  1237, HD  79752, TYC 3125-2626-1, G 118-68, Cl* IC 348 LRL 21, HD  19600, G 34-23, [BCG93] 1, IRAS 04295+2251, TYC 3565-1299-1, PM J09034-0023"
689,20180428,"HD  95534, [GY92] 109, CD-27 11535, [GY92] 371, NAME Luhman 16, HD 159312, HIP 83541, HD 145127"
690,20200202,"HD  44627B, 2MASS J08312987+2024374, HD  71919, HD 113694, *   9 Cha, HD  91398, HD 107411, SIPS J1256-1257B, HD  98671, HD  44627, V* HY Cha, TIC 269408869, *  85 Vir, 2MASS JJ10491880-2509235, V* V1177 Cen, VHS J1256-1257, HD  45557, HD 114243, UCAC4 530-048345"
691,20161125,"V* HK Tau, HR 1237, HD  26257, NAME HK Tau B, V* V1309 Tau, HR 1234, V* V827 Tau, 18 Ori, RAFGL 5123, HR 945, L 1551-51, V* DM Tau, k Tau, V* V1076 Tau, V* V1023 Tau, V* BW Ari, NAME Haro 6-37 B, V* V830 Tau, V* CI Tau, IRAS F04297+2246, UZ Tau W, Haro 6-33, HD  26736, NAME Haro 6-37 A, UX Tau A"
692,20171229,"2MASS J05352477-0510296, HD  45105, LP   22-42, HD  33023, 2MASS J05352696-0510173, RAFGL 5163, HD   1561, HD 123233, HD  38529B, HD  31743, LSPM J0925+0528E, V* V397 Aur, Ross  799, LSPM J1237+3549, HD 109615, HD  74721, ATO J068.9955+22.6430, LSPM J0636+3751W, BD+13  2777B, G  99-27, * k Tau, *  18 Ori, HD   6226"
693,20171106,"HR 1234, IRAS 04303+2240"
694,20210512,"HD  86087, WRAY 15-406"
695,20160617,"* q Vir, *  86 UMa, HD 150641, 2MASS J19020743-0038223, 2MASS J19001567-0032378, HD 153393, * c Aql, HD 157918, NAME EM* SR 20W, 2MASS J19010397-0010166, HD 108961, 2MASS J15591617-3814413, HD 171623, HD 234126"
696,20171230,"HD  23258, HD  34317, HD  79108, [BC86b] LDN 1448 IRS 1, G 106-52, [EES2009] Per-emb 63, BD+20  2678B, HD  21379, 2MASS J04341099+2251445, HD  31743, HD  31412B, LSPM J1204+1728S, * p05 Leo, HD 109055, LP  608-67, LSPM J0849+0329W, HD  19600, G 106-54, G 106-36, 2MASS J05371729-0636181, 2MASS J05424706-0817069, [EES2009] Per-emb 48, * k Tau, HD  45137, G 163-40, HD  30729"
697,20161015,"pallas 02UT, triton 03UT, L 1551-51, 2MASS J03543556+2537111, V* V830 Tau, V* V827 Tau, HD  29526, IRAS 04325+2402, 2MASS J03543597+2537081, V* V1023 Tau, IRAS 04248+2612, 2MASS J03542950+3203013, BD-07  5988, HD  25175, massalia 02UT, V* CI Tau, HD  23512, 2MASS J03543017+3203043"
698,20181015,"KOI-6448, KOI-7044, [DCO2008] T-Cyg1-00246, HD 189690, HD 184787"
699,20150401,"G 227-29, *  10 Boo, HD 172728, BD+13  2618, * tau Boo , HD 144925"
700,20161219,"HD  97371, HD 283572, HD 283447, V* RY Tau, V* HQ Tau, HD  97334, V* DK Tau, HD  89239, V* DG Tau, BD+02  1729, HD  26257, 2MASS J06000351+0242236, V* V1309 Tau, HD  21379, L 1551-51, V* V892 Tau, V* V1098 Tau, HD 283759, V* V928 Tau, StKM 1-497, V* T Tau, V* AB Aur, V* V1023 Tau, V* BW Ari, V* CI Tau, V* V807 Tau, HD  19600, V* DF Tau, V* DR Tau, *  51 Eri, HD  60275, HD  26736, BD+20  1790, * k Tau"
701,20181119,"IRAS 03445+3242, ATO J076.8002+24.6211, HD  31743, IRAS 05329-0505, 2MASS J04190197+2822332, HD  31411, [EES2009] Per-emb 38, [EES2009] Per-emb 47, HD  29526, HD  31069, HD  21379, HD  25152, V* XZ Tau, V* DK Tau, V* V883 Ori, HD  19600, V* V1095 Tau, V* V2775 Ori"
702,20171006,"BD+02  1729, *  51 Eri, HD  26257, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD  29526, V* AB Aur, V* V1023 Tau, HD  21379, V* T Tau, HD 53205, V* BW Ari, * k Tau, HD  19600, L 1551-51"
703,20180603,"HD  95534, HD 205765, Ter3-3587, [GY92] 213, Ter3-11340, WL 14, [GY92] 301, HD 159312, SIPS J2255-5713, HD 145127"
704,20160226,"2MASS J08394203+2017450, HD  23258, 2MASS J08325907+1718235, *  10 Boo, *  85 Gem, *  18 Ori, GG Tau B, GG Tau A"
705,20210106,"HD  60929, L  181-1, CD-42  3328, TOI-700, HD  45557"
706,20210507,"HD  88683, *  85 Vir, HD 166970, HD  88562, 2MASS J18053940-2830287, HD 119185"
707,20160107,"FV Tau A, FV Tau c, UZ Tau B, UX Tau B, * k Tau, HD  25175, HD  53205, UZ Tau A"
708,20200205,"SIPS J1256-1257B, V* V1177 Cen, CD-48  7859, *  85 Vir, HD 145127, HD  95534, HD 107947, HD 117651, *  60 Ori, V* SY Cha, TIC 269408869, * eta Mus, HD 110737, TIC 162585282, HD  80950, V* SZ Cha, * ksi01 Cen, HD  36811, 2MASS J08325907+1718235, HD 115529, * l Pup, V* V1366 Ori, 2MASS J05065551-0321132, V* UX Ori, CD-40  8434, TYC 4928-1438-1, HD 106797, HD  94509, *   9 Cha, V* V1012 Ori, UCAC2  23646111, HD  39421, V* UY Ori, HD  50138"
709,20171013,"GSC 03798-01207, NSVS  11868841, HD  71906, HD 214019, 1SWASP J230808.34+333803.9, HD   7215, HD 219290, UCAC3 231-9376, HD 290380, CRTS J092128.3+332558, EBLM J0113+31"
710,20180628,"HD  95534, 2MASS J18301220+0115341, HD 171149, BD+11  2874, HD  21473, 2MASS J01443536-0716142, HD 155379, HD 145788, 2MASS J16305349-2424538, G 139-12, HD  13936, 2MASS J15394189-0520428, *   7 Ser, HD 145127, 2MASS J162656-241353"
711,20190201,"V* GI Tau, HD  23258, EM* LkCa   15, V* IQ Tau, V* V830 Tau, V* V827 Tau, V* V1069 Tau, V* CI Tau, * k Tau, V* DK Tau, L 1551-51"
712,20141205,"HD 199305, HD 219485, V* GI Tau, V* DL Tau, HD  12468, DH Tau A, * eta Cas, V* IW Tau, V* V1874 Ori, CZ Tau A, V* FM Tau, HD 207636, V* CI Tau, * eta Cas B, HD  19600, HD  25175, V* DN Tau, V* DS Tau"
713,20171029,"V* CW Tau, NAME CoKu Tau 3, V* SU Aur, V* DK Tau, V* DG Tau, BD+02  1729, HD  26257, V* IQ Tau, V* V1309 Tau, V* V827 Tau, V* FZ Tau, HD  21379, L 1551-51, V* DM Tau, V* V892 Tau, V* AB Aur, V* V1023 Tau, V* AA Tau, V* BW Ari, V* V830 Tau, V* CI Tau, HD  19600, IRAS F04297+2246, CoKu Tau-Aur Star 4, HD 63714, HD  26736, EM* LkCa    4, V* FM Tau, HD  25152, GG Tau A (Aa + Ab), * k Tau, UX Tau A"
714,20210424,"HD 107947, V* VV Mus, EM* SR   24B, 2MASS J18435838-3559096, TOI-1227, ROX 27, HD 169257, HD 159312, HD 147384, HD 164108, HD 106797, 2MASS J12271665-6239142"
715,20160626,"V* R CrB, * q Her, V* CE Vir, CD-26 11312, * gam CrB, HD 163336"
716,20151120,"HD  23258, BD+63  2073, HD  12468, * del02 Lyr, * rho02 Ari, * bet Ori, HD  40770, HD  37887, LP  412-31, HD 199217, HD  43583, HD 192538, HD 223386, HD  39949, HD 195592, V* SU Per, * mu. Ari, HD  36395, HD  19600, V* BU Per, HD 174567, BD+44  3567, *  59 Ari, HD 189957, HD 182694, *   1 Mon, *  14 Ari, HD  36003"
717,20210312,"HD  77656, HD  95534, NAME Luhman 16B, NAME Luhman 16A, L   98-59"
718,20180923,"2MASS J03153783+3724143, HD 150437, HD 192745, 2MASS J20434307+5509469, 2MASS J20381609+6349369, BD-05  5432, 2MASS J20372081+2156525, 2MASS J22515348+3145153, 2MASS J01131976+5855224, Europa, HD 214019, 2MASS J23060482+6355339, 2MASS J03373387+1751005, 2MASS J21592192+4151326, HD 209932, KOI-6541, 2MASS J03364083+0329194, 3C 321, HD 145127"
719,20180929,"KOI-6893, HD 180681, HD  31069, V* V1070 Tau, V* DK Tau, HD 184787, V* GI Tau, BD+02  1729, Haro 6-28, EM* LkCa   15, V* IQ Tau, V* V827 Tau, V* GM Tau, EM* LkHA  324, L 1551-51, V* DM Tau, KOI-7151, KOI-7044, HD  29526, V* V1023 Tau, V* FL Lyr, EM* LkHA  192, V* AA Tau, V* HL Tau, V* CI Tau, V* V830 Tau, V710 Tau B, HR 2893, KOI-7081, [DCO2008] T-Cyg1-00246, EM* LkHA  169, V710 Tau A, EM* LkHA  167, 2MASS J04035084+2610531, EM* LkHA  168"
720,20201216,"HD  16152, UCAC2  36944937, 2MASS J02495639-0557352, ASAS J023400-1811.8, HD  30573"
721,20170811,"2MASS J16020039-2221237, HD 144254"
722,20180502,"* gam Sct, HD  95534, IRAS 18270-0153, HD 148632, HD 159415, 2MASS J16171898-2437186, [GY92] 344, [GY92] 397, 2MASS J11055395-7738429, NAME Luhman 16, HD 159312, HD 195838, HD  98672, CRBR 2317.3-1925, HD 143149, HD 179949, 2MASS J11071656-7726215, 2MASS J16255790-2600374"
723,20150524,"HD 163441, HD 143187, BD+55  1823"
724,20151203,"Cl* NGC 752 MMU 295, Cl* NGC 752 MMU 311, *  30 Mon, 2MASS J04332594+2615334, V* KK And, Cl* NGC 752 MMU 137, NAME Tamura 8, HD  76151, HD   6229, Elias 3-16, * chi Tau, * s Tau, LP  666-9"
725,20170707,"* rho Oph C, *  24 Oph, HD 182110, *  67 Aqr, 2MASS J16245988-2437186	, * gam Aqr, RIK 28, RIK 12, HD 145188, TRAPPIST-1, HD 144548, V* V2394 Oph"
726,20190323,"HD 144925, Elia 2-24, NGC  2506  1229, 85 Gem, HD 284154, 2MASS J04051277+2007489, HD 142883, HR 1578, V* V866 Sco, HD  76037B, HD 159008, UScoCTIO   5, HR 1237, V* CU Cnc, HD 127304, HD 73687, HD 145127, HR 1724"
727,20210212,"HD  93146A, HD 113457, HD 113694, HD  61516, HD 159312, HD  87318, 2MASS J10055826-2131142, TIC 173756896, NAME Cha J1305-7739, IRAS 13481-6124, HD  99605"
