,CIVIL,TARs
261,20171225,"2MASS J06053384+1935330, NGC  3227, V* V883 Ori, 7 Ser, HR 4041, 2MASS J06080948+2043457, RSG 1, HR 2584, BD+18  2709, HR 2314, b Vir, 2MASS J06295829+1315020, HD 43607, HD 7215, V* AG Dra, HR 2250, 2MASS J06071454+1830113, 33 LMi, V* V382 Aur, V* AI CMi, NGC  5053     2, HR 2315, 2MASS J06121399+1936180, HD 53205, IRAS F05379-0758"
262,20180124,"BD+02  1729, V* DL Tau, V* T Tau, HD  25152, HD 53205, V* DG Tau, HR 1724"
263,20161114,"V* DL Tau, 65 Sgr, HBC 684, HD 283572, HD 283447, V* RY Tau, V* CW Tau, V* FV Tau, V* IS Tau, V* V1070 Tau, V* V836 Tau, V* SU Aur, V* DK Tau, V* V1095 Tau, CoKu FG Aql G2, 2MASS J03445639+2425574, V* BP Tau, V* DG Tau, V* IQ Tau, HD 282630, V* V1309 Tau, V* RW Aur, V* V827 Tau, HR  1237, V* UY Aur, V* HO Tau, V* FZ Tau, 18 Ori, V* CZ Tau, L 1551-51, V* IP Tau, V* V892 Tau, HR  1558, V* ZZ Tau, k Tau, V* V1115 Tau, V* FS Tau, V* AB Aur, V* V1023 Tau, V* AA Tau, V* BW Ari, V* V830 Tau, V* CI Tau, V* DF Tau, WK81 1, 2MASS J03543017+3203043, V* FQ Tau, V* DE Tau, V* FX Tau, CoKu Tau-Aur Star 4, HD  26736, IRAS F04192+2647, EM* LkCa    4, V* FM Tau, 24 Tau, 2MASS J03542950+3203013, NAME CoKu Tau 3, V* V1096 Tau, V* DD Tau, HR   945"
264,20150611,"IRAS 20238+3703, V* VV Ser, * mu. Ser, HD 171149, HD 160934A, HD 205314, *  10 Boo, SS 433, HD 172728, HD 192538, 2MASSW J2148162+400359, HD 131951, 2MASS J14162408+1348263, Wolf 1130, NTTS 155808-2219, HD 160934B, MSX6C G076.3829-00.6210, MSX6C G033.3891+00.1989"
265,20171002,"BD+02  1729, V* DK Tau, L 1551-51, HD  26257, HD  23258, V* V1309 Tau, HD  26736, 2MASS J03543556+2537111, V* V827 Tau, V* V1023 Tau, 2MASS J03543597+2537081, UX Tau B, 2MASS J04182147+1658470, V* BW Ari, V* V830 Tau, HR 945, * k Tau, HD 53205, 2MASS J03543017+3203043"
266,20180422,"HD  92245, LP  853-11, CD-34  2406A, HD  44627, EBLM J1219-39, V* V1249 Cen, *  85 Vir, CD-29  8887, NAME Luhman 16, HD 309751, * ksi01 Cen, HD  89911, TWA 35, HD  38138, CD-33  7795, CD-29  4446, HD  55279, V* BI Cru, HD  92845, HD 109675, 2MASS J15394189-0520428"
267,20210105,"G 162-44, HD  88372, *  85 Gem"
268,20150221,"V* V1874 Ori, *  18 Ori, HD  29573"
269,20171021,"HD  31411, V* IS Tau, V* V1077 Tau, V* DK Tau, BD+02  1729, HD  26257, V* V1309 Tau, V* V827 Tau, IRAS 04370+2559, V* IP Tau, L 1551-51, HD 285778, V* V1115 Tau, V* V1023 Tau, V* GN Tau, V* BW Ari, HD  19600, Haro 6-33, V* IT Tau, HD  26736, V* XZ Tau, * k Tau, NAME CoKu Tau 3, 2MASS J04182147+1658470"
270,20150126,"V* FX Tau, *  10 Boo, BD+06  2986, PM J11110+3026W, HD  95735, HD 122652, HD 131951, HD 119850, HD 121880, V* GN Tau, HD 122120, * k Tau, HD  89239, V* FQ Tau, HD  97101"
271,20160224,"K2-101, HD  23258, [PBB2002] USco J161026.4-193950, *  10 Boo, HD 159425, V* V805 Tau, *  85 Gem, 2MASS J04312405+1800215, *  18 Ori, K2-102, K2-100"
272,20210430,"HD  82875, HD 147009, HD  60197, HD  87643, BD-22  1742, ROX 27, HD  61516, CD-46  9495, HD 128726, BD-11  4586, V* V4732 Sgr, HD  63733, HD 177011, HD  65102, HD 165967"
273,20150106,"V* V1874 Ori, HD  50931, HD  23258, HD 283572, Bad 16, HD  31069, V* DO Tau, V* FN Tau, V* V826 Tau, XEST 09-042, *  10 Boo, * tau Boo, 2MASS J11200526+6550470, [SS94] V410 X-ray 2, HD 285778, 2MASS J13142039+1320011, *  81 UMa, HD  25175, V* CI Tau, V* GM Aur, IRAS 04216+2603, *  18 Ori"
274,20171005,"[HJS91] 4872, V* DK Tau, V* V1110 Tau, BD+02  1729, HD  26257, HR 7734, 2MASS J03543556+2537111, V* V1309 Tau, V* V827 Tau, HD  21379, L 1551-51, V* V1098 Tau, HD 283759, HD  29526, V* V1023 Tau, V* BW Ari, V* V830 Tau, HD  25175, HD  19600, HD  26736, 2MASS J03543597+2537081, HD  25152, HD 53205, 2MASS J04035084+2610531, KELT-9"
275,20180624,"HD  15646, [NGM2011] A4, Alicante10-8, Alicante10-6, HD 159312, Alicante10-5, HD 180782, Alicante10-3, [NGM2011] A5, HD 145127, [NGM2011] A8, Alicante10-1, WL 10, NAME Centaurus A, [CND2009] S12, [NGM2011] A7, [NGM2011] A1, ISO-ChaII 54, SV* HV  2112, Alicante10-4, [NGM2011] A9, Alicante10-2, Alicante10-7"
276,20160921,"Pluto, HD 204827, HD 172404, HD 200775, Fortuna, HD 205314"
277,20160522,"HD  99062, HD 144925, HBC 254B, ScoPMS  51, V* R CrA, * c Aql, BD+39  2273, HD 103870, HD 144254, HD 162220, *  23 LMi, HD 178252, CD-33  7795, CD-36  7429A, MSX6C G033.3891+00.1989"
278,20170221,"HD  71906, * p05 Leo, 2MASS J08575849+5708514, Wolf  359, HD 109615, LP 218-8"
279,20170907,"V* V827 Tau, kap And, *  54 Psc, HR 6744, HR 8816, BD-15  6290, V* V1023 Tau, HD  25152, V* VY Tau, V710 Tau B, V710 Tau A, HD  25175, EM* LkHA  332, L 1551-51"
280,20190125,"L 1551-51, 2MASS J04555605+3036209, 2MASS J05471062+0021149, HD  21038, HD  31069, HD  33023, HD  21379, * k Tau, V* V830 Tau, 2MASS J05424808-0840082, HD  25792, V* V2775 Ori"
281,20210123,"WRAY 15-1443, 2MASS J17410280-4642218, EM* SR 24S, HD 147384"
282,20160428,"* q Vir, BD-07  3477, HBC 650, * c Oph, HD 155379, HD 148968, * gam Com, HD 107655"
283,20181027,"KOI-6448, IRAS 06393+0913, IRAS 05329-0505, KOI-7044, 55 Dra, [DCO2008] T-Cyg1-00246, HR 6744, HR 9019, V* V371 Ser, HR 1237, V* V900 Mon, KOI-6541, K2-25, IRAS 05450+0019, HD 184787, HR 2893, HR 1724"
284,20210530,"LP  563-39, HD 142930, 2MASS J16225985-2326348, HD 147384, HD 145718, [PGZ2001] J160900.7-190852"
285,20161124,"V* IW Tau, HR 1692, L 1551-51, k Tau, HR 1578, V* V827 Tau, 18 Ori, V* V1023 Tau, 2MASS J03542950+3203013, V* XZ Tau, HR 2584, V* BW Ari, V* V830 Tau, HR 945, V* CI Tau, HR 2133, CoKu FG Aql G2, HR 1482, V* GM Aur"
286,20201220,"HD  30051, [MCO2008] NGC1978-28, HD  75357, [MCO2008] NGC1978-26, HD  34868, NAME BD-07 436Ab, 2MASS J08571630+0459563, HD  40624"
287,20141127,"BD+02  1729, DH Tau A, IRAS 03260+3111E, HBC 684, * alf Lac, IRAS 04239+2436, * c Aql, V* V830 Tau, HD  58647, HD  31069, 	[BLH2002] KPNO-Tau 15, V* HL Tau, IRAS 03507+3801, HD  25175, V* CI Tau, *  18 Ori, HD  45137, V* V1095 Tau, HD 259431, V* DS Tau"
288,20180926,"KOI-6448, HD 180681, KOI-1120, EM* AS  441, KOI-7081, [DCO2008] T-Cyg1-00246, V* FL Lyr, [DCO2008] T-Lyr1-17236, BD+41  3731, KOI-6541, V* PX Vul"
289,20200206,"2MASS J06522255-1258070, TWA 26, V* V1177 Cen, HD 100546, HD 100453, HD  98922, ESO-HA  161, HD 145127, HD 101412, TWA 27, 2MASS J16072747-2059442, TIC 162585282, HD  56525, HD 102981, 2MASS J16293509-2436104, 2MASS J08325907+1718235, HD  99823, HD 101582, [PBB2002] USco J160207.5-225746, HD  35929, HD  97048, Brun 216, HD  95881, HD  60275, HD  94509, *   9 Cha, HD 109675, HD  74475, HD 106906B"
290,20170507,"LP  493-31, HD 129290B, HD 131951, * tau08 Ser, HD 148968, HD  89239, HD 107655, HD 145127"
291,20190319,"85 Gem, HD 284154, 2MASS J04051277+2007489, UCAC4 498-030591, V* EG UMa, HD 143187, HD  76037B, HR 1237, 86 UMa, HR 2584, NGC  2506  2402, HD 73687, NAME Scholz's star, V* V719 Her"
292,20150501,"HD  92788, * p05 Leo, HD  95089, HD 106252, * bet Vir, HD 128311, HD 121880, HD  76151, HD  73687, 2MASS J06593158-0405277, HD  88133, HD  53205, HD  89239, * e Vir, *  20 LMi, HD  89307, HD 116960, HD 122742, *  83 Leo B"
293,20170106,"BD+02  1729, HD  26257, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD  29526, HD 63714, V* V1023 Tau, HD  25175, V* BW Ari, V* CI Tau, HD  19600, * k Tau, L 1551-51"
294,20171114,"V* DL Tau, HBC 684, HD  31411, V* DK Tau, CoKu FG Aql G2, CoKu HP Tau G2, V* V1309 Tau, V* V827 Tau, HD 213623, L 1551-51, V* DM Tau, V* FS Tau, V* V1023 Tau, V* BW Ari, V* V830 Tau, HD  25175, HD  19600, V* DE Tau, HD 203893, HD  26736, * k Tau"
295,20151123,"HD  50931, EM* LkHA  120, HD  12468, HD  27277, V* V2493 Cyg, HD  15558, EM* LkHA  233, Ross   47, V* AE Aur, HD  21038, HD  19844, HD  25877, HD  71906, HD  29526, HD 205314, * mu. UMa, * ksi Per, * eta Aur, V* V960 Mon, HD  45137, HD  16429"
296,20160303,"HD 105388, HD  71906, Ross  905"
297,20180504,"HD  77656, HD  95534, 2MASS J13462096-6247581 - PA45, [GY92] 350, 2MASS J13295102-5606537, HD 144399, 2MASS J10273522-5644198, 2MASS J15591089-5238371, HD 118878, HD 130163, NAME Luhman 16, 2MASS J14461377-4552051, 2MASS J13462096-6247581, CFHTWIR-Oph  57, HD 151966, HD 145127, BKLT J162812-241138, 2MASS J12290449-6433380*"
298,20200211,"HD  81220, Luhman 16, HD  41076, HD  51986, 2MASS J06502136-2127458"
299,20160918,"*   7 Tri, HD 216899, EPIC 220204960, *  51 Dra, Wolf 1130"
300,20151207,"HD  23258, HD  31411, HD  34317, * bet CVn, HD  79108, EM* LkCa   15, *  71 Dra, HD  32147, * p05 Leo, CoKu Tau 4 A, V* FZ Cnc, HD 109615, *  32 Ori, * bet Vir, HD 205314, * lam Cyg, * ome Vir, 2MASSI J0443376+000205, * sig Ari, HD  95735, HD  14979"
301,20201223,"MCC 401, BD+05   378, HD    984, * eta01 Dor, HD  44313, SCR J2142-6412, HD 217379, HD 32923, HD  18271, HD  22705"
302,20170208,"V* CK Cnc, Cl* NGC 188 PKM 4224, [BLH2002] KPNO-Tau 5, 2MASS J13564148+4342587, Ceres, *  85 Gem, HD  27761, HD  41076, Cl* NGC 188 DGV 473, BD+20  1790, HD 237611, HD 28068, HD 127304, HD 207636, [SS94] V410 X-ray 2, *   7 Ser"
303,20160122,"HD  63586, HD  37887, *  39 UMa, HD 283809, * chi Tau"
304,20150801,"HD 192538, HD 218639, EPIC 202955563, HD 142883, BD+02   348, BD-15  6290, HD  25175, * k Tau, HD 182678, HD  19600, RIK 210, G 208-45, HD 144925, V* DS Tau"
305,20171121,"HD 285778, BD+02  1729, EM* LkCa   15, HD  31411, HD  65158, V* V827 Tau, V* V1076 Tau, 18 Ori, V* V1023 Tau, V* V1110 Tau, HR 2584, * k Tau, V* DK Tau, UX Tau A, L 1551-51, HR 1724"
306,20180924,"KOI-6448, 2MASS J23440068+2242027, KOI-7151, HD 191940, KOI-7081, V* FL Lyr, 2MASS J03264495+1914402, 2MASS J21592192+4151326, KOI-6541, HD 184787"
307,20171001,"CoKu LkHA 332 G1, HD  31411, V* CW Tau, V* DK Tau, V* V1110 Tau, 2MASS J04053087+2151106, BD+02  1729, HD  26257, HBC 392, V* V1309 Tau, V* V827 Tau, 2MASS J04542368+1709534, L 1551-51, EM* LkHA  331, V* V1023 Tau, V* V1069 Tau, V* BW Ari, HD  19600, HD  26736, HD 53205, * k Tau, V* V679 Tau"
308,20180104,"HR  3348, [SS94] V410 Anon 25, 85 Gem, 2MASS J04354203+2252226, HD  38120, LP   98-79, HR 1137, [MGM2012] 477, PM J07111+4329, HR 1234, 18 Ori, HD  76037B, HD 237611, [MGM2012] 1039, k Tau, BD+44  2051B, G 122-49, 33 LMi, HD  30171, 86 UMa, V* GM Aur, [MGM2012] 1001, [MGM2012] 994, HD 16616, G  51-15"
309,20210108,"HD  36329, * mu.02 Cru, HD  77656, HD  91398, HD  30051, HD  45557, HIP 51297, HD 109675, HD 309751, BD-20   951, HD  51986, HD 106906, HD  34868, HD  33999, TIC 296184440, HD  48189"
310,20161122,"TYC 3136-647-1, k TauPA 45, 2MASS J00482096+7116115, HR 598, 2MASS J01131976+5855224, HR  1039, 2MASS J05070919+1536494, k Tau PA 0, TYC 3556-3195-1, IRAS04191+1523 PA45, 2MASS J19421943+4016074, IRAS 04191+1523, 2MASS J05071137+1430013, 2MASS J05034293+1709134, HD 210290, HD  35036, HD 226247, V* AA Tau, TYC 3140-2350-1, 2MASS J02071032+6417114, IRAS04191+1523 PA0, HD 184787"
311,20180426,"GSC 09420-00948, TWA 11C, [GY92] 284, * phi Oct, HD 172882, [GY92]   3, HD 145127, HD  95534, HD 155379, HD 309751, NAME Luhman 16, HD  80950, HD 102981, SCR J1237-4021, TWA 20, TWA 3A, HD  98022, CD-42  3328, V* V1217 Cen, HD 104467, TWA 16, 2MASS J16314538-2443071, CD-45  2654, V* BS Ind, CD-27 11535, HIP 51297, HD 139084, WLY 1-64"
312,20141225,"HD 131496, IRAS 06297+1021, 2MASS J04554535+3019389, 2MASS J04322415+2251083, V* V397 Aur, *  24 Tau, HD  36112, 2MASS J06593158-0405277, V* DF Tau, * k Tau, [BCG93] 12, HD 109615, HD 108863, V* DR Tau, 2MASS J04284263+2714039, HD 116029"
313,20181010,"2MASS J04554535+3019389, 2MASS J04334465+2615005, 2MASS J04295950+2433078, HD  31069, * k Tau, [BCG93] 7"
314,20150610,"BD+55  1823, [TRP85] G35.2N IRS 1, HBC 684, MSX6C G078.4754+01.0421, HD 192538, HD 145188, Wolf 1130, NTTS 155808-2219, HD 143187, HD 205314"
315,20210202,"HD  37781, HD  95534, HD  93329, HD  74000, HD  99823, HD 116038, HD 115529, HD 143248, HD 140475, HD 138575, HD  73716, CD-59  3274, * b Vir, HD  98022, HD 139084, HD 117297, V* V354 Cen"
316,20161016,"2MASS J20431920+5520521, 2MASS J22482247+1232105, EM* LkHA  332, V* V827 Tau, WA Tau 1, [DCO2008] T-Cyg1-12664, L 1551-51, HD  31743, V* V397 Aur, NAME L 1642-2, HD  29526, V* V1023 Tau, [DCO2008] T-Lyr0-08070, V* CI Tau, V* V830 Tau, 2MASS J20045709+0321076, HD 174567, V* CM Dra, HD 228448, V* V1000 Tau, 2MASS J01223043+8854309"
317,20180928,"HD  31069, V* DK Tau, Min 1-92, HD 184787, EM* AS  444, EM* MWC  342, EM* LkCa   15, V* IQ Tau, EM* LkHA  147, EM* LkHA  131, EM* AS  443, V* GM Tau, KOI-6541, L 1551-51, V* DM Tau, EM* LkHA  183, KOI-7044, V* FL Lyr, V* CI Tau, KOI-6448, EM* LkHA  176, EM* AS  442, * k Tau, Haro 6-28"
318,20190118,"V* GI Tau, BD+02  1729, EM* LkCa   15, V* IQ Tau, V* V830 Tau, V* V827 Tau, V* V1023 Tau, V* V1069 Tau, V* GM Tau, V* AA Tau, HR 1237, V* CI Tau, V* DK Tau, HD  25175, V* HL Tau, Haro 6-28, L 1551-51, V* DM Tau"
319,20201126,"2MASS J06061342-0337082, HD  41895"
320,20190102,"V* EY Tau, k Tau, 2MASS J05204775+3031408, HG 8-6, G 157-77, CoKu HP Tau G3, HD 210501, 2MASS J04220496+1934483, HD 213013A"
321,20170510,"*  50 Lib, HD 155379, *  33 LMi, HD  89239, HD  79108, PM J15118+3933, HD 145127, * gam CrB"
322,20190412,"HD  76037B, HR 3651"
323,20190325,"85 Gem, V* V1283 Tau, HD 284154, 2MASS J04051277+2007489, V* V798 Her, HD 143187, HR 7018, HD  76037B, HR 1237, V* CU Cnc, HD 127304, 2MASS J18071593+5015316, HD 73687, HD 145127, NAME Scholz's star, Elia 2-20"
324,20201230,"HD  36329, CPD-57  1131, V* AF Lep, HD  67704, HD  38368, HD  52493, HD  32206, BD-14  1319, BD-20   951, HD  33999, CD-48  1893"
325,20180405,"2MASS J08173001-6155158, * F Pup, HD  70175"
326,20201031,"HIP 113238, G 268-38, HD   8977, BD-17   588, HD 219833, HD  19622, HD  38921, HD    984, L  210-70, HD  98195, HD 177120, V* SY Cha, V* SZ Cha, HD   8130, LHA 120-N 102, L  119-213, V* V1366 Ori, HD  29788, HD  46190, LP  868-19, IRAS 05319-7042S, HD 195290, HD  52493, CD-48  1893"
327,20161111,"HBC 684, HD  31411, HD 202317, V* HN Tau, CoKu FG Aql G2, V* V410 Tau, V* V827 Tau, 2MASS J04542368+1709534, HD  21038, L 1551-51, chi Cap, V* V1023 Tau, V* BW Ari, V* V830 Tau, V* CI Tau, V* HV Tau, V* V1000 Tau, V* V999 Tau, HD  25152, V* FO Tau, Cl Melotte   22  2366"
328,20150228,"[FSR2007] 0842, * 109 Vir, *   7 Tri, * eta Aur, Cl* NGC 2682 SAND 1016, Cl* NGC 2682 SAND 1250, * rho Hya, HD 234005, Cl* NGC 2682 SAND 978, BD+44   493, Cl* NGC 2682 SAND 494, Cl* NGC 2682 SAND 1010, HD  95870, HD 107322, Cl* NGC 2682 SAND 1279, HD 107212, HD 109781, HD  97560, BPS CS 30301-0015, Cl* NGC 2682 SAND 1592"
329,20180404,SN 1987A
330,20201229,"HD  56980, CPD-57  1131, HD  73373, V* V1818 Ori, HD  45039, HD  37836, HD 309751, HD  37411, HD  55002, Parenago  2649, CD-42  3328, HD 269953, HD  38868, HD  57896, HD 269723, HD  40624"
331,20150503,"* nu. Aql, HD 160365, HD  93427, HD 116960, * c Aql, HD 165438, *  84 Her, * alf Her A, * gam Oph, * rho UMa, * eps Vir, * gam Com, HD 107655, * bet Com, HD 165029, LP  666-9"
332,20141124,"DH Tau A, V* CW Tau, GJ 275.2 A, V* DO Tau, V* BP Tau, V* GI Tau, CoKu HP Tau G2, HD 199217, HD 192538, V* FZ Tau, Wolf 1130, HD  22859, HD  56386, HP Tau A, HD  25175, V* FY Tau, V* CI Tau, V* GK Tau, V* DS Tau, HD  25152, *  18 Ori"
333,20210119,"HD 143488, HD 101582, HD 116038, GSC 09420-00948, HD 113694, HD 118878, HD 153164, HD 126561, HD 128726, THA 15-26, HD 106906, CD-40  8434, HD 155177"
334,20160202,"HD  23258, V* V982 Ori, BD+44  2051B, G  51-15, HD 284149, *  10 Boo, *  85 Gem, V* YY Gem, *  33 LMi, * eps Vir, HD  34317, HD  45137, HD  34890, *  18 Ori, EPIC 210363145, HD 102328"
335,20171122,"V* HN Tau, V* VY Tau, EM* LkHA  332, V* V1312 Tau, BD+02  1729, V* V827 Tau, HD 65158, L 1551-51, EM* LkHA  331, V* V1023 Tau, CoKu HP Tau G3, V* AA Tau, V* CI Tau, V* V830 Tau, V* FM Tau, V* V999 Tau, HD  25152, V* DI Tau, V* FO Tau, * k Tau, HR 1724"
336,20171213,"BD+02  1729, HD  26257, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD  29526, V* V1023 Tau, HD  21379, HD  25152, V* BW Ari, V* CI Tau, V* DK Tau, HD  19600, HD 65158, L 1551-51"
337,20161006,"pallas 07UT, pallas 05UT, HD 172404, pluto 03UT, massalia 04UT, BD-07  5988, triton 06UT"
338,20141009,"V* DL Tau, HD  23258, V* V2254 Ori, V* GU Psc, HD 192538, V* CY Tau, V* IQ Tau, HD  21038, HD  31069, Wolf 1130, HD 182488, HD   7215, LZK 12, V* CI Tau, HD  45137, HD 205314, V* DN Tau, V* GO Tau"
339,20150506,"* mu. Ser, * iot Aql, HD 150567, 3C 273, * q Her, *  14 Her, * c Aql, HD 190323, * b Vir, *  37 Lib, *   5 Vul, [GMM2009] Serpens 2, HD 179218"
340,20210204,"Sz 123 A, HD 132072, 2MASS J16042165-2130284, HD 144399, HD 143488, HIP 51297, HD 115679, V* PX Vir, HD  87318, HD 126561, THA 15-26, UCAC4 361-070340, HD 145127, HD 125438"
341,20150802,"HD 218639, * b03 Aqr, V* V866 Sco, BD-15  6290, *   1 Per, HD  25175, * k Tau, * i01 Aqr, HD 144925, V* DS Tau"
342,20160426,"HD 148317, * q Her, HD 169689, BD+02  3497, V* V859 Aql"
343,20210114,"HD  37781, HD    984, HD 222332, HD   8130, HD  46190, HD   9892, HD 269698"
344,20151023,"* c And, HD  31411, 2MASS J04174964+0011455, 2MASS J05320450-0305293, PM J02362+0652, BD+45   598, 2MASS J04522442-1649222, HD  25175, K2-25, 2MASS J05374649+0231264, HD  29573"
345,20180402,"V* TW Hya, HD  94741"
346,20181222,"V* R CrB, HR 9019, BD+36  2322B, HR 1137, HR 3348, LP  275-68, V* V826 Tau, HD 143352, 18 Ori, [BCG93] 2, JW  566, V* DZ UMa, HR 2314, V* V1076 Tau, * tau08 Ser, 10 Boo, V* V1229 Tau, BD+22  2442B, V* V382 Aur, HR 4705, HR 1578, LP  497-33"
347,20190305,"BD+02  1729, EM* LkCa   15, Cl* Melotte 22 PELS 163, V* V830 Tau, V* V827 Tau, V* V1069 Tau, V* AA Tau, HD 53205, V* CI Tau, V* DK Tau, HD  25175, L 1551-51"
348,20200207,"HD  42133, HD 117651, 2MASS J05012406-0010452, 2MASS J08325907+1718235, HD  99823, HD  67015, HD 135298, TWA 40, *  85 Gem, V* MX Ori, * eta Mus, V* RY Ori, HD 106906B, HD 106922, HE 1305+0007, HD  36811, 2MASS J08063103-1545526"
349,20190309,"BD+02  1729, EM* LkCa   15, V* V830 Tau, V* V827 Tau, HD  25152, V* AA Tau, HD 53205, V* CI Tau, V* DK Tau, * k Tau, L 1551-51"
350,20160425,"HD  99459, *  50 Lib, 2MASSI J0825196+211552, HD 155379, *  85 Gem, 2MASS J16263682-2415518"
351,20160620,"*  10 Boo, * gam Leo, HD  89239"
352,20170204,"HD  37887, V* V1987 Ori, 2MASS J05352984-0626583, V* V2377 Ori"
353,20171008,"V* CZ Tau, HD  26736, V* V1023 Tau, HD  21379, V* FQ Tau, V* V1070 Tau, V* BW Ari, V* DK Tau, V* V1095 Tau, HD  19600, WK81 1, V* V1096 Tau, V* DD Tau"
354,20150620,"HD 171149, [OMN2000] LS1, HD 169961, BD+14  3887, *   5 Vul"
355,20160717,"HD 218639, BD-15  6290, HD 205314"
356,20210131,"* k Lup, V* RY Lup, CPD-36  6759"
357,20180423,"HD  95534, GSC 09420-00948, HD 113694, V* EI Cha, CD-45  2654, TWA 30, HIP 51297, NAME Luhman 16, HD 107422, HD  59169, TWA 46, CD-42  3328, HD  98800, HD 109573, HD 104467"
358,20210504,"HD 127750, CD-46  9495"
359,20150120,"*  85 Gem, T Tau, * s Tau, IRAS 03445+3242, * rho Gem, HD   1561, V* V1321 Tau, HD  53205, *  23 LMi, HD  19305, HD  71906, HD   3765, HD  56386, HD  25175, *  35 LMi, * lam Cnc, HD  71148, HD  25152, 2MASS J06593158-0405277, * mu. Leo, *  48 Gem"
360,20190408,"V* CT Ori, HR 3651, IRAS 16285-2355, *  89 Her, HD  34250, YLW 15, HD 145127, b Vir, HD  76037B, WLY 2-67, HR 6744, HD 53205, HE 1429-0551, Elia 2-33, HR 2893"
361,20151223,"V* CX Tau, HD  79108, * bet Crv, HD  23258, HD  83557, *  83 Vir, HD 112304, *  55 Vir, [SS94] V410 X-ray 5a, *  61 Vir, HD  41076, *  85 Vir, * k Tau, HD  95735, HD  78050, 2MASS J00354313+0233137, HD 108477, V* GO Tau"
362,20171112,"2MASS J04560354+4313556, 2MASS J12521285+2908568, HD 22401, V* V1309 Tau, HD  26736, V* V830 Tau, 2MASS J03304890+5413551, HD  31069, V* V1023 Tau, 2MASS J05402570+2448090, V* BW Ari, V* DK Tau, V* CI Tau, HR 1137, b Vir"
363,20150424,"HD 109876, *  32 Boo, *  30 Mon, Cl* NGC 2682 SAND 1031, 2MASS J18212815+1414010, HD 145188, V* YZ CMi, *  55 Dra, * del Boo, G 258-33, HD 182761, HD 111721, HD 138156, HD  71906, * p05 Leo, * tau08 Ser, HD 171623, HD 139550, HD 112304, HD 116845, HD 137072, Cl* NGC 2682 SAND 1195, HD 127128, Wolf  359, HD 102432, NTTS 155808-2219, HD 114243"
364,20170414,"NGC  5506, HR 4705, IRAS 06412-0105, V* AG Dra, 3C 273, *  81 UMa, NGC  4151, *  61 Oph B, IRAS 16442-0930, V* AA Tau, HD 53205, * k Tau, * b Vir, V* V883 Ori, [EC92] 53, HD 107655, HR 1724"
365,20161123,"G 192-12, G 98-9, HR 1039, 2MASS J18550791+4754062, TYC 3126-801-1, TYC 3134-31-1, TYC 3139-1534-1, HR 8342, TYC 3120-835-1, 18 Ori, HD 200775, HD 226210, TYC 3549-1225-1, HR 8358, PM J06012+5201, HR 2314, HR  2314, k Tau, LSPM J0310+1338, UCAC4 559-011431, HR  1137, V* AA Tau, NGC  7469, V* V426 Tau, *30 Cam, TYC 3124-1301-1, [RSP2011] 572 , HD 184787, PM J06587+2843"
366,20181026,"KOI-6448, HD 7215, k Tau, 18 Ori, HR 6744, HR 9019, V* V371 Ser, V* V1647 Ori, IRAS 04295+2251, Uranus, HD 184787, V* V2775 Ori"
367,20181116,"HR 2315, HD 249879, HR 2250, HR 598, HR 3255, HD 244524, HR 3675, [MGM2012] 411, V* BN Ori, HD 244314, [MGM2012] 403, HR 1137, [MGM2012] 429"
368,20181118,"EM* LkHA  220, HD 290500, HD 23603, HD 287841, HD 5071, HR 1234, HD  58647, HD  53367, [MGM2012] 231, HD 290409, EM* LkHA  218, HR 945, HD  52721, [MGM2012] 574, SS 103, HR 1724, HD 65102"
369,20210213,"HD  36381, TWA 44, CPD-57  1131, HD  99823, [MHL2007] G293.8947-00.7825 1, HD  60275, HD  52493, HD  62377, UCAC2   7201471, HD 117651, TIC 148544875, HD 159312, 2MASS J14261117-6240220, HD  49855, HD 107370, TYC 8534-1243-1, HD  74721, HD  96311, HD 145127, K2-38"
370,20161105,"2MASS J05002100+0330501, HD  31411, 2MASS J03552337+1133437, HD  21379, HD  37887, V* V2502 Ori, V* V846 Ori"
371,20180523,"HD  95534, Smethells 86, [GY92] 10, [GY92]  64, 2MASS J21370885-6036054, HD 192510, BPS CS 22881-0003, BKLT J162726-241925, 2MASS J00393579-3816584, HD 202025, 2MASS J16180868-2547126, 2MASS J16233609-2402209, V* AT Mic B, HD  70175, HD 224228, HD 217379, 2MASS J08173001-6155158, HD 145127, 2MASS J16255790-2600374"
372,20140916,"HD 164716, IRAS 20298+4011, EM* MWC  930, Schulte 12, * P Cyg, *  29 Vul, HD 176871, HD 184279"
373,20141128,"HD  23258, DH Tau A, HD  31069, V* V836 Tau, CoKu FG Aql G2, V* V826 Tau, XEST 09-042, EM* LkCa   15, FT Tau, HD 207636, HD 285778, V* V1115 Tau, * c Aql, HD  25175, EM* LkCa    4A, V* CI Tau, WK81 1, AA Tau, V* DS Tau, V* GM Aur, 2MASS J04293606+2435556, V* V642 Mon, *  18 Ori"
374,20151022,"V* V4091 Sgr, V* AS Cap, 2MASS J22560882+5831040, V* V4138 Sgr, V* AT Cap, HD 182678, HD 223386"
375,20150525,"* q Vir, HD 112304, WDS J12560-1257Aa,Ab, *  18 Sco"
